00ZH               20131030                                                                                   
0601ZHA1N       20140101001075100000005000 0100010910001013   
0601ZHA1N       20140101001080100000005000 0100011020001018   
0601ZHA1N       20140101001085100000005000 0100011120001023   
0601ZHA1N       20140101001090100000005000 0100011240001029   
0601ZHA1N       20140101001095100000005000 0100011350001034   
0601ZHA1N       20140101001100100000005000 0100011460001039   
0601ZHA1N       20140101001105100000005000 0100011570001045   
0601ZHA1N       20140101001110100000005000 0100011690001051   
0601ZHA1N       20140101001115100000005000 0100011800001056   
0601ZHA1N       20140101001120100000005000 0100011900001060   
0601ZHA1N       20140101001125100000005000 0100012010001065   
0601ZHA1N       20140101001130100000005000 0100012140001072   
0601ZHA1N       20140101001135100000005000 0100012240001076   
0601ZHA1N       20140101001140100000005000 0100012350001081   
0601ZHA1N       20140101001145100000005000 0100012460001086   
0601ZHA1N       20140101001150100000005000 0100012580001092   
0601ZHA1N       20140101001155100000005000 0100012710001098   
0601ZHA1N       20140101001160100000005000 0100012820001103   
0601ZHA1N       20140101001165100000005000 0100012940001108   
0601ZHA1N       20140101001170100000005000 0100013070001115   
0601ZHA1N       20140101001175100000005000 0100013190001120   
0601ZHA1N       20140101001180100000005000 0100013300001125   
0601ZHA1N       20140101001185100000005000 0100013430001131   
0601ZHA1N       20140101001190100000005000 0100013560001137   
0601ZHA1N       20140101001195100000005000 0100013670001142   
0601ZHA1N       20140101001200100000005000 0100013800001148   
0601ZHA1N       20140101001205100000005000 0100013910001152   
0601ZHA1N       20140101001210100000005000 0100014040001158   
0601ZHA1N       20140101001215100000005000 0100014170001164   
0601ZHA1N       20140101001220100000005000 0100014280001168   
0601ZHA1N       20140101001225100000005000 0100014400001173   
0601ZHA1N       20140101001230100000005000 0100014520001178   
0601ZHA1N       20140101001235100000005000 0100014650001184   
0601ZHA1N       20140101001240100000005000 0100014760001188   
0601ZHA1N       20140101001245100000005000 0100014890001194   
0601ZHA1N       20140101001250100000005000 0100015000001198   
0601ZHA1N       20140101001255100000005000 0100015130001203   
0601ZHA1N       20140101001260100000005000 0100015260001209   
0601ZHA1N       20140101001265100000005000 0100015370001213   
0601ZHA1N       20140101001270100000005000 0100015500001218   
0601ZHA1N       20140101001275100000005000 0100015640001224   
0601ZHA1N       20140101001280100000005000 0100015770001230   
0601ZHA1N       20140101001285100000005000 0100015890001234   
0601ZHA1N       20140101001290100000005000 0100016020001239   
0601ZHA1N       20140101001295100000005000 0100016160001245   
0601ZHA1N       20140101001300100000005000 0100016290001251   
0601ZHA1N       20140101001305100000005000 0100016420001256   
0601ZHA1N       20140101001310100000005000 0100016540001260   
0601ZHA1N       20140101001315100000005000 0100016690001267   
0601ZHA1N       20140101001320100000005000 0100016820001272   
0601ZHA1N       20140101001325100000005000 0100016940001276   
0601ZHA1N       20140101001330100000005000 0100017060001280   
0601ZHA1N       20140101001335100000005000 0100017210001287   
0601ZHA1N       20140101001340100000005000 0100017340001292   
0601ZHA1N       20140101001345100000005000 0100017460001296   
0601ZHA1N       20140101001350100000005000 0100017590001301   
0601ZHA1N       20140101001355100000005000 0100017720001305   
0601ZHA1N       20140101001360100000005000 0100017860001311   
0601ZHA1N       20140101001365100000005000 0100017990001316   
0601ZHA1N       20140101001370100000005000 0100018110001319   
0601ZHA1N       20140101001375100000005000 0100018240001324   
0601ZHA1N       20140101001380100000005000 0100018390001330   
0601ZHA1N       20140101001385100000005000 0100018510001334   
0601ZHA1N       20140101001390100000005000 0100018630001338   
0601ZHA1N       20140101001395100000005000 0100018760001342   
0601ZHA1N       20140101001400100000005000 0100018910001348   
0601ZHA1N       20140101001405100000005000 0100019030001352   
0601ZHA1N       20140101001410100000005000 0100019160001356   
0601ZHA1N       20140101001415100000005000 0100019290001361   
0601ZHA1N       20140101001420100000005000 0100019430001366   
0601ZHA1N       20140101001425100000005000 0100019560001370   
0601ZHA1N       20140101001430100000005000 0100019680001374   
0601ZHA1N       20140101001435100000005000 0100019810001378   
0601ZHA1N       20140101001440100000005000 0100019950001383   
0601ZHA1N       20140101001445100000005000 0100020090001388   
0601ZHA1N       20140101001450100000005000 0100020220001392   
0601ZHA1N       20140101001455100000005000 0100020360001397   
0601ZHA1N       20140101001460100000005000 0100020510001402   
0601ZHA1N       20140101001465100000005000 0100020650001407   
0601ZHA1N       20140101001470100000005000 0100020790001412   
0601ZHA1N       20140101001475100000005000 0100020920001416   
0601ZHA1N       20140101001480100000005000 0100021070001421   
0601ZHA1N       20140101001485100000005000 0100021220001427   
0601ZHA1N       20140101001490100000005000 0100021350001430   
0601ZHA1N       20140101001495100000005000 0100021480001434   
0601ZHA1N       20140101001500100000005000 0100021620001439   
0601ZHA1N       20140101001505100000005000 0100021770001444   
0601ZHA1N       20140101001510100000005000 0100021910001449   
0601ZHA1N       20140101001515100000005000 0100022050001453   
0601ZHA1N       20140101001520100000005000 0100022180001457   
0601ZHA1N       20140101001525100000005000 0100022330001462   
0601ZHA1N       20140101001530100000005000 0100022480001467   
0601ZHA1N       20140101001535100000005000 0100022610001471   
0601ZHA1N       20140101001540100000005000 0100022740001474   
0601ZHA1N       20140101001545100000005000 0100022900001480   
0601ZHA1N       20140101001550100000005000 0100023040001484   
0601ZHA1N       20140101001555100000005000 0100023170001488   
0601ZHA1N       20140101001560100000005000 0100023300001491   
0601ZHA1N       20140101001565100000005000 0100023460001497   
0601ZHA1N       20140101001570100000005000 0100023590001500   
0601ZHA1N       20140101001575100000005000 0100023730001504   
0601ZHA1N       20140101001580100000005000 0100023880001509   
0601ZHA1N       20140101001585100000005000 0100024040001514   
0601ZHA1N       20140101001590100000005000 0100024190001519   
0601ZHA1N       20140101001595100000005000 0100024340001524   
0601ZHA1N       20140101001600100000200000 0100000000001608   
0601ZHA1N       20140101001800100000200000 0100000000001761   
0601ZHA1N       20140101002000100000500000 0100000000001996   
0601ZHA1N       20140101002500100000500000 0100000000002249   
0601ZHA1N       20140101003000100000500000 0100000000002450   
0601ZHA1N       20140101003500100000500000 0100000000002597   
0601ZHA1N       20140101004000100000500000 0100000000002709   
0601ZHA1N       20140101004500100000500000 0100000000002798   
0601ZHA1N       20140101005000100005000000 0100000000003070   
0601ZHA1N       20140101010000100005000000 0100000000003153   
0601ZHA2N       20140101000000100000080000 0200000020000026   
0601ZHA2N       20140101000080100000005000 0200000020000024   
0601ZHA2N       20140101000085100000005000 0200000020000023   
0601ZHA2N       20140101000090100000005000 0200000020000022   
0601ZHA2N       20140101000095100000005000 0200000020000021   
0601ZHA2N       20140101000100100000005000 0200000020000020   
0601ZHA2N       20140101000105100000005000 0200000020000019   
0601ZHA2N       20140101000110100000005000 0200000020000018   
0601ZHA2N       20140101000115100000005000 0200000020000017   
0601ZHA2N       20140101000120100000005000 0200000020000016   
0601ZHA2N       20140101000125100000005000 0200000020000016   
0601ZHA2N       20140101000130100000005000 0200000020000015   
0601ZHA2N       20140101000135100000005000 0200000020000015   
0601ZHA2N       20140101000140100000005000 0200000020000014   
0601ZHA2N       20140101000145100000005000 0200000020000014   
0601ZHA2N       20140101000150100000005000 0200000020000013   
0601ZHA2N       20140101000155100000005000 0200000020000013   
0601ZHA2N       20140101000160100000005000 0200000020000012   
0601ZHA2N       20140101000165100000005000 0200000020000012   
0601ZHA2N       20140101000170100000005000 0200000020000012   
0601ZHA2N       20140101000175100000005000 0200000020000011   
0601ZHA2N       20140101000180100000005000 0200000020000011   
0601ZHA2N       20140101000185100000005000 0200000020000011   
0601ZHA2N       20140101000190100000005000 0200000020000010   
0601ZHA2N       20140101000195100000005000 0200000020000010   
0601ZHA2N       20140101000200100000005000 0200000020000010   
0601ZHA2N       20140101000205100000005000 0200000020000010   
0601ZHA2N       20140101000210100000005000 0200000020000009   
0601ZHA2N       20140101000215100000005000 0200000020000009   
0601ZHA2N       20140101000220100000005000 0200000020000009   
0601ZHA2N       20140101000225100000005000 0200000020000009   
0601ZHA2N       20140101000230100000005000 0200000020000009   
0601ZHA2N       20140101000235100000005000 0200000020000008   
0601ZHA2N       20140101000240100000005000 0200000020000008   
0601ZHA2N       20140101000245100000005000 0200000020000008   
0601ZHA2N       20140101000250100000005000 0200000020000008   
0601ZHA2N       20140101000255100000005000 0200000020000008   
0601ZHA2N       20140101000260100000005000 0200000020000008   
0601ZHA2N       20140101000265100000005000 0200000020000007   
0601ZHA2N       20140101000270100000005000 0200000020000007   
0601ZHA2N       20140101000275100000005000 0200000020000007   
0601ZHA2N       20140101000280100000005000 0200000020000007   
0601ZHA2N       20140101000285100000005000 0200000020000007   
0601ZHA2N       20140101000290100000005000 0200000020000007   
0601ZHA2N       20140101000295100000005000 0200000020000007   
0601ZHA2N       20140101000300100000005000 0200000020000007   
0601ZHA2N       20140101000305100000005000 0200000020000007   
0601ZHA2N       20140101000310100000005000 0200000020000006   
0601ZHA2N       20140101000315100000005000 0200000020000006   
0601ZHA2N       20140101000320100000005000 0200000020000006   
0601ZHA2N       20140101000325100000005000 0200000020000006   
0601ZHA2N       20140101000330100000005000 0200000020000006   
0601ZHA2N       20140101000335100000005000 0200000020000006   
0601ZHA2N       20140101000340100000005000 0200000020000006   
0601ZHA2N       20140101000345100000005000 0200000020000006   
0601ZHA2N       20140101000350100000005000 0200000020000006   
0601ZHA2N       20140101000355100000005000 0200000020000006   
0601ZHA2N       20140101000360100000005000 0200000030000008   
0601ZHA2N       20140101000365100000005000 0200000040000011   
0601ZHA2N       20140101000370100000005000 0200000060000016   
0601ZHA2N       20140101000375100000005000 0200000100000026   
0601ZHA2N       20140101000380100000005000 0200000120000031   
0601ZHA2N       20140101000385100000005000 0200000140000036   
0601ZHA2N       20140101000390100000005000 0200000170000043   
0601ZHA2N       20140101000395100000005000 0200000190000048   
0601ZHA2N       20140101000400100000005000 0200000210000052   
0601ZHA2N       20140101000405100000005000 0200000230000056   
0601ZHA2N       20140101000410100000005000 0200000260000063   
0601ZHA2N       20140101000415100000005000 0200000290000069   
0601ZHA2N       20140101000420100000005000 0200000320000076   
0601ZHA2N       20140101000425100000005000 0200000350000082   
0601ZHA2N       20140101000430100000005000 0200000380000088   
