00LU               20141215                                                                                   
0601LUA0Y       20150101002695100000005000 0000064060002375   
0601LUA0Y       20150101002700100000005000 0000064210002376   
0601LUA0Y       20150101002705100000005000 0000064360002377   
0601LUA0Y       20150101002710100000005000 0000064530002379   
0601LUA0Y       20150101002715100000005000 0000064680002380   
0601LUA0Y       20150101002720100000005000 0000064830002381   
0601LUA0Y       20150101002725100000005000 0000065010002384   
0601LUA0Y       20150101002730100000005000 0000065150002384   
0601LUA0Y       20150101002735100000005000 0000065300002385   
0601LUA0Y       20150101002740100000005000 0000065480002388   
0601LUA0Y       20150101002745100000005000 0000065620002388   
0601LUA0Y       20150101002750100000005000 0000065770002389   
0601LUA0Y       20150101002755100000005000 0000065950002392   
0601LUA0Y       20150101002760100000005000 0000066100002393   
0601LUA0Y       20150101002765100000005000 0000066240002393   
0601LUA0Y       20150101002770100000005000 0000066420002396   
0601LUA0Y       20150101002775100000005000 0000066570002397   
0601LUA0Y       20150101002780100000005000 0000066710002397   
0601LUA0Y       20150101002785100000005000 0000066890002400   
0601LUA0Y       20150101002790100000005000 0000067040002401   
0601LUA0Y       20150101002795100000005000 0000067190002402   
0601LUA0Y       20150101002800100000005000 0000067360002404   
0601LUA0Y       20150101002805100000005000 0000067510002405   
0601LUA0Y       20150101002810100000005000 0000067660002406   
0601LUA0Y       20150101002815100000005000 0000067830002407   
0601LUA0Y       20150101002820100000005000 0000067980002409   
0601LUA0Y       20150101002825100000005000 0000068130002410   
0601LUA0Y       20150101002830100000005000 0000068310002412   
0601LUA0Y       20150101002835100000005000 0000068450002412   
0601LUA0Y       20150101002840100000005000 0000068600002413   
0601LUA0Y       20150101002845100000005000 0000068780002415   
0601LUA0Y       20150101002850100000005000 0000068920002416   
0601LUA0Y       20150101002855100000005000 0000069070002417   
0601LUA0Y       20150101002860100000005000 0000069250002419   
0601LUA0Y       20150101002865100000005000 0000069400002420   
0601LUA0Y       20150101002870100000005000 0000069540002421   
0601LUA0Y       20150101002875100000005000 0000069720002423   
0601LUA0Y       20150101002880100000005000 0000069870002424   
0601LUA0Y       20150101002885100000005000 0000070010002425   
0601LUA0Y       20150101002890100000005000 0000070190002427   
0601LUA0Y       20150101002895100000005000 0000070340002428   
0601LUA0Y       20150101002900100000005000 0000070490002429   
0601LUA0Y       20150101002905100000005000 0000070660002430   
0601LUA0Y       20150101002910100000005000 0000070810002431   
0601LUA0Y       20150101002915100000005000 0000070960002432   
0601LUA0Y       20150101002920100000005000 0000071130002434   
0601LUA0Y       20150101002925100000005000 0000071280002435   
0601LUA0Y       20150101002930100000005000 0000071430002436   
0601LUA0Y       20150101002935100000005000 0000071600002437   
0601LUA0Y       20150101002940100000005000 0000071750002438   
0601LUA0Y       20150101002945100000005000 0000071900002439   
0601LUA0Y       20150101002950100000005000 0000072080002441   
0601LUA0Y       20150101002955100000005000 0000072220002442   
0601LUA0Y       20150101002960100000005000 0000072370002443   
0601LUA0Y       20150101002965100000005000 0000072550002445   
0601LUA0Y       20150101002970100000005000 0000072690002445   
0601LUA0Y       20150101002975100000005000 0000072840002446   
0601LUA0Y       20150101002980100000005000 0000073020002448   
0601LUA0Y       20150101002985100000005000 0000073170002449   
0601LUA0Y       20150101002990100000005000 0000073310002450   
0601LUA0Y       20150101002995100000005000 0000073460002451   
0601LUA0Y       20150101003000100000005000 0000073640002453   
0601LUA0Y       20150101003005100000005000 0000073780002453   
0601LUA0Y       20150101003010100000005000 0000073930002454   
0601LUA0Y       20150101003015100000005000 0000074110002456   
0601LUA0Y       20150101003020100000005000 0000074260002457   
0601LUA0Y       20150101003025100000005000 0000074400002457   
0601LUA0Y       20150101003030100000005000 0000074580002459   
0601LUA0Y       20150101003035100000005000 0000074730002460   
0601LUA0Y       20150101003040100000005000 0000074870002461   
0601LUA0Y       20150101003045100000005000 0000075050002463   
0601LUA0Y       20150101003050100000005000 0000075200002464   
0601LUA0Y       20150101003055100000005000 0000075350002464   
0601LUA0Y       20150101003060100000005000 0000075520002466   
0601LUA0Y       20150101003065100000005000 0000075670002467   
0601LUA0Y       20150101003070100000005000 0000075820002468   
0601LUA0Y       20150101003075100000005000 0000075990002469   
0601LUA0Y       20150101003080100000005000 0000076140002470   
0601LUA0Y       20150101003085100000005000 0000076290002471   
0601LUA0Y       20150101003090100000005000 0000076460002472   
0601LUA0Y       20150101003095100000005000 0000076610002473   
0601LUA0Y       20150101003100100000005000 0000076760002474   
0601LUA0Y       20150101003105100000005000 0000076940002476   
0601LUA0Y       20150101003110100000005000 0000077080002476   
0601LUA0Y       20150101003115100000005000 0000077230002477   
0601LUA0Y       20150101003120100000005000 0000077410002479   
0601LUA0Y       20150101003125100000005000 0000077550002480   
0601LUA0Y       20150101003130100000005000 0000077700002480   
0601LUA0Y       20150101003135100000005000 0000077880002482   
0601LUA0Y       20150101003140100000005000 0000078030002483   
0601LUA0Y       20150101003145100000005000 0000078170002484   
0601LUA0Y       20150101003150100000005000 0000078350002485   
0601LUA0Y       20150101003155100000005000 0000078500002486   
0601LUA0Y       20150101003160100000005000 0000078640002487   
0601LUA0Y       20150101003165100000005000 0000078820002488   
0601LUA0Y       20150101003170100000005000 0000078970002489   
0601LUA0Y       20150101003175100000005000 0000079120002490   
0601LUA0Y       20150101003180100000005000 0000079290002491   
0601LUA0Y       20150101003185100000005000 0000079440002492   
0601LUA0Y       20150101003190100000005000 0000079590002493   
0601LUA0Y       20150101003195100000005000 0000079760002494   
0601LUA0Y       20150101003200100000005000 0000079910002495   
0601LUA0Y       20150101003205100000005000 0000080060002496   
0601LUA0Y       20150101003210100000005000 0000080240002498   
0601LUA0Y       20150101003215100000005000 0000080380002498   
0601LUA0Y       20150101003220100000005000 0000080530002499   
0601LUA0Y       20150101003225100000005000 0000080710002501   
0601LUA0Y       20150101003230100000005000 0000080850002501   
0601LUA0Y       20150101003235100000005000 0000081000002502   
0601LUA0Y       20150101003240100000005000 0000081180002504   
0601LUA0Y       20150101003245100000005000 0000081330002504   
0601LUA0Y       20150101003250100000005000 0000081470002505   
0601LUA0Y       20150101003255100000005000 0000081650002507   
0601LUA0Y       20150101003260100000005000 0000081800002507   
0601LUA0Y       20150101003265100000005000 0000081940002508   
0601LUA0Y       20150101003270100000005000 0000082120002509   
0601LUA0Y       20150101003275100000005000 0000082270002510   
0601LUA0Y       20150101003280100000005000 0000082420002511   
0601LUA0Y       20150101003285100000005000 0000082590002512   
0601LUA0Y       20150101003290100000005000 0000082740002513   
0601LUA0Y       20150101003295100000005000 0000082890002514   
0601LUA0Y       20150101003300100000005000 0000083060002515   
0601LUA0Y       20150101003305100000005000 0000083210002516   
0601LUA0Y       20150101003310100000005000 0000083360002517   
0601LUA0Y       20150101003315100000005000 0000083530002518   
0601LUA0Y       20150101003320100000005000 0000083680002519   
0601LUA0Y       20150101003325100000005000 0000083830002519   
0601LUA0Y       20150101003330100000005000 0000084010002521   
0601LUA0Y       20150101003335100000005000 0000084150002521   
0601LUA0Y       20150101003340100000005000 0000084300002522   
0601LUA0Y       20150101003345100000005000 0000084480002524   
0601LUA0Y       20150101003350100000005000 0000084620002524   
0601LUA0Y       20150101003355100000005000 0000084770002525   
0601LUA0Y       20150101003360100000005000 0000084950002526   
0601LUA0Y       20150101003365100000005000 0000085100002527   
0601LUA0Y       20150101003370100000005000 0000085240002528   
0601LUA0Y       20150101003375100000005000 0000085420002529   
0601LUA0Y       20150101003380100000005000 0000085570002530   
0601LUA0Y       20150101003385100000005000 0000085710002530   
0601LUA0Y       20150101003390100000005000 0000085890002532   
0601LUA0Y       20150101003395100000005000 0000086040002532   
0601LUA0Y       20150101003400100000005000 0000086190002533   
0601LUA0Y       20150101003405100000005000 0000086360002534   
0601LUA0Y       20150101003410100000005000 0000086510002535   
0601LUA0Y       20150101003415100000005000 0000086660002536   
0601LUA0Y       20150101003420100000005000 0000086830002537   
0601LUA0Y       20150101003425100000005000 0000086980002538   
0601LUA0Y       20150101003430100000005000 0000087130002538   
0601LUA0Y       20150101003435100000005000 0000087310002540   
0601LUA0Y       20150101003440100000005000 0000087450002540   
0601LUA0Y       20150101003445100000005000 0000087600002541   
0601LUA0Y       20150101003450100000005000 0000087780002543   
0601LUA0Y       20150101003455100000005000 0000087920002543   
0601LUA0Y       20150101003460100000005000 0000088070002544   
0601LUA0Y       20150101003465100000005000 0000088250002545   
0601LUA0Y       20150101003470100000005000 0000088400002546   
0601LUA0Y       20150101003475100000005000 0000088540002546   
0601LUA0Y       20150101003480100000005000 0000088720002548   
0601LUA0Y       20150101003485100000005000 0000088870002548   
0601LUA0Y       20150101003490100000005000 0000089010002549   
0601LUA0Y       20150101003495100000005000 0000089190002550   
0601LUA0Y       20150101003500100000005000 0000089340002551   
0601LUA0Y       20150101003505100000005000 0000089490002551   
0601LUA0Y       20150101003510100000005000 0000089660002553   
0601LUA0Y       20150101003515100000005000 0000089810002553   
0601LUA0Y       20150101003520100000005000 0000089960002554   
0601LUA0Y       20150101003525100000005000 0000090130002555   
0601LUA0Y       20150101003530100000005000 0000090280002556   
0601LUA0Y       20150101003535100000005000 0000090430002556   
0601LUA0Y       20150101003540100000005000 0000090600002558   
0601LUA0Y       20150101003545100000005000 0000090750002558   
0601LUA0Y       20150101003550100000005000 0000090900002559   
0601LUA0Y       20150101003555100000005000 0000091080002560   
0601LUA0Y       20150101003560100000005000 0000091220002561   
0601LUA0Y       20150101003565100000005000 0000091370002561   
0601LUA0Y       20150101003570100000005000 0000091550002563   
0601LUA0Y       20150101003575100000005000 0000091690002563   
0601LUA0Y       20150101003580100000005000 0000091840002564   
0601LUA0Y       20150101003585100000005000 0000092020002565   
0601LUA0Y       20150101003590100000005000 0000092170002566   
0601LUA0Y       20150101003595100000005000 0000092310002566   
0601LUA0Y       20150101003600100000005000 0000092490002567   
0601LUA0Y       20150101003605100000005000 0000092640002568   
0601LUA0Y       20150101003610100000005000 0000092780002568   
0601LUA0Y       20150101003615100000005000 0000092960002570   
0601LUA0Y       20150101003620100000005000 0000093110002570   
