00BS               20151102                                                                                   
0601BSA1N       20160101002500100000050000 0100000000002425   
0601BSA1N       20160101002550100000050000 0100000000002445   
0601BSA1N       20160101002600100000050000 0100000000002466   
0601BSA1N       20160101002650100000050000 0100000000002484   
0601BSA1N       20160101002700100000050000 0100000000002503   
0601BSA1N       20160101002750100000050000 0100000000002521   
0601BSA1N       20160101002800100000050000 0100000000002537   
0601BSA1N       20160101002850100000050000 0100000000002554   
0601BSA1N       20160101002900100000050000 0100000000002570   
0601BSA1N       20160101002950100000050000 0100000000002585   
0601BSA1N       20160101003000100000050000 0100000000002600   
0601BSA1N       20160101003050100000050000 0100000000002615   
0601BSA1N       20160101003100100000050000 0100000000002628   
0601BSA1N       20160101003150100000050000 0100000000002642   
0601BSA1N       20160101003200100000050000 0100000000002655   
0601BSA1N       20160101003250100000050000 0100000000002667   
0601BSA1N       20160101003300100000050000 0100000000002680   
0601BSA1N       20160101003350100000050000 0100000000002692   
0601BSA1N       20160101003400100000050000 0100000000002703   
0601BSA1N       20160101003450100000050000 0100000000002715   
0601BSA1N       20160101003500100000050000 0100000000002725   
0601BSA1N       20160101003550100000050000 0100000000002736   
0601BSA1N       20160101003600100000050000 0100000000002746   
0601BSA1N       20160101003650100000050000 0100000000002756   
0601BSA1N       20160101003700100000050000 0100000000002766   
0601BSA1N       20160101003750100000050000 0100000000002776   
0601BSA1N       20160101003800100000050000 0100000000002785   
0601BSA1N       20160101003850100000050000 0100000000002794   
0601BSA1N       20160101003900100000050000 0100000000002802   
0601BSA1N       20160101003950100000050000 0100000000002811   
0601BSA1N       20160101004000100000050000 0100000000002820   
0601BSA1N       20160101004050100000050000 0100000000002828   
0601BSA1N       20160101004100100000050000 0100000000002836   
0601BSA1N       20160101004150100000050000 0100000000002844   
0601BSA1N       20160101004200100000050000 0100000000002851   
0601BSA1N       20160101004250100000050000 0100000000002858   
0601BSA1N       20160101004300100000050000 0100000000002866   
0601BSA1N       20160101004350100000050000 0100000000002873   
0601BSA1N       20160101004400100000050000 0100000000002880   
0601BSA1N       20160101004450100000050000 0100000000002887   
0601BSA1N       20160101004500100000050000 0100000000002893   
0601BSA1N       20160101004550100000050000 0100000000002899   
0601BSA1N       20160101004600100000050000 0100000000002906   
0601BSA1N       20160101004650100000050000 0100000000002912   
0601BSA1N       20160101004700100000050000 0100000000002918   
0601BSA1N       20160101004750100000050000 0100000000002924   
0601BSA1N       20160101004800100000050000 0100000000002930   
0601BSA1N       20160101004850100000050000 0100000000002935   
0601BSA1N       20160101004900100000050000 0100000000002941   
0601BSA1N       20160101004950100000050000 0100000000002946   
0601BSA1N       20160101005000100000050000 0100000000002952   
0601BSA1N       20160101005050100000050000 0100000000002957   
0601BSA1N       20160101005100100000050000 0100000000002962   
0601BSA1N       20160101005150100000050000 0100000000002967   
0601BSA1N       20160101005200100000050000 0100000000002972   
0601BSA1N       20160101005250100000050000 0100000000002977   
0601BSA1N       20160101005300100000050000 0100000000002982   
0601BSA1N       20160101005350100000050000 0100000000002987   
0601BSA1N       20160101005400100000050000 0100000000002991   
0601BSA1N       20160101005450100000050000 0100000000002996   
0601BSA1N       20160101005500100000050000 0100000000003000   
0601BSA1N       20160101005550100000050000 0100000000003004   
0601BSA1N       20160101005600100000050000 0100000000003009   
0601BSA1N       20160101005650100000050000 0100000000003013   
0601BSA1N       20160101005700100000050000 0100000000003017   
0601BSA1N       20160101005750100000050000 0100000000003021   
0601BSA1N       20160101005800100000050000 0100000000003025   
0601BSA1N       20160101005850100000050000 0100000000003029   
0601BSA1N       20160101005900100000050000 0100000000003033   
0601BSA1N       20160101005950100000050000 0100000000003036   
0601BSA1N       20160101006000100000050000 0100000000003040   
0601BSA1N       20160101006050100000050000 0100000000003044   
0601BSA1N       20160101006100100000050000 0100000000003047   
0601BSA1N       20160101006150100000050000 0100000000003051   
0601BSA1N       20160101006200100000050000 0100000000003054   
0601BSA1N       20160101006250100000050000 0100000000003058   
0601BSA1N       20160101006300100000050000 0100000000003061   
0601BSA1N       20160101006350100000050000 0100000000003064   
0601BSA1N       20160101006400100000050000 0100000000003068   
0601BSA1N       20160101006450100000050000 0100000000003071   
0601BSA1N       20160101006500100000050000 0100000000003074   
0601BSA1N       20160101006550100000050000 0100000000003077   
0601BSA1N       20160101006600100000050000 0100000000003080   
0601BSA1N       20160101006650100000050000 0100000000003083   
0601BSA1N       20160101006700100000050000 0100000000003086   
0601BSA1N       20160101006750100000050000 0100000000003089   
0601BSA1N       20160101006800100000050000 0100000000003092   
0601BSA1N       20160101006850100000050000 0100000000003095   
0601BSA1N       20160101006900100000050000 0100000000003098   
0601BSA1N       20160101006950100000050000 0100000000003101   
0601BSA1N       20160101007000100000050000 0100000000003103   
0601BSA1N       20160101007050100000050000 0100000000003106   
0601BSA1N       20160101007100100000050000 0100000000003109   
0601BSA1N       20160101007150100000050000 0100000000003111   
0601BSA1N       20160101007200100000050000 0100000000003114   
0601BSA1N       20160101007250100000050000 0100000000003116   
0601BSA1N       20160101007300100000050000 0100000000003118   
0601BSA1N       20160101007350100000050000 0100000000003120   
0601BSA1N       20160101007400100000050000 0100000000003121   
0601BSA1N       20160101007450100000050000 0100000000003122   
0601BSA1N       20160101007500100000050000 0100000000003124   
0601BSA1N       20160101007550100000050000 0100000000003125   
0601BSA1N       20160101007600100000050000 0100000000003126   
0601BSA1N       20160101007650100000050000 0100000000003128   
0601BSA1N       20160101007700100000050000 0100000000003129   
0601BSA1N       20160101007750100000050000 0100000000003130   
0601BSA1N       20160101007800100000050000 0100000000003132   
0601BSA1N       20160101007850100000050000 0100000000003133   
0601BSA1N       20160101007900100000050000 0100000000003134   
0601BSA1N       20160101007950100000050000 0100000000003135   
0601BSA1N       20160101008000100000050000 0100000000003137   
0601BSA1N       20160101008050100000050000 0100000000003138   
0601BSA1N       20160101008100100000050000 0100000000003139   
0601BSA1N       20160101008150100000050000 0100000000003140   
0601BSA1N       20160101008200100000050000 0100000000003141   
0601BSA1N       20160101008250100000050000 0100000000003143   
0601BSA1N       20160101008300100000050000 0100000000003144   
0601BSA1N       20160101008350100000050000 0100000000003145   
0601BSA1N       20160101008400100000050000 0100000000003146   
0601BSA1N       20160101008450100000050000 0100000000003147   
0601BSA1N       20160101008500100000050000 0100000000003148   
0601BSA1N       20160101008550100000050000 0100000000003149   
0601BSA1N       20160101008600100000050000 0100000000003150   
0601BSA1N       20160101008650100000050000 0100000000003151   
0601BSA1N       20160101008700100000050000 0100000000003152   
0601BSA1N       20160101008750100000050000 0100000000003154   
0601BSA1N       20160101008800100000050000 0100000000003154   
0601BSA1N       20160101008850100000050000 0100000000003155   
0601BSA1N       20160101008900100000050000 0100000000003157   
0601BSA1N       20160101008950100000050000 0100000000003157   
0601BSA1N       20160101009000100000050000 0100000000003158   
0601BSA1N       20160101009050100000050000 0100000000003159   
0601BSA1N       20160101009100100000050000 0100000000003160   
0601BSA1N       20160101009150100000050000 0100000000003161   
0601BSA1N       20160101009200100000050000 0100000000003162   
0601BSA1N       20160101009250100000050000 0100000000003163   
0601BSA1N       20160101009300100000050000 0100000000003164   
0601BSA1N       20160101009350100000050000 0100000000003165   
0601BSA1N       20160101009400100000050000 0100000000003166   
0601BSA1N       20160101009450100000050000 0100000000003167   
0601BSA1N       20160101009500100000050000 0100000000003167   
0601BSA1N       20160101009550100000050000 0100000000003168   
0601BSA1N       20160101009600100000050000 0100000000003169   
0601BSA1N       20160101009650100000050000 0100000000003170   
0601BSA1N       20160101009700100000050000 0100000000003171   
0601BSA1N       20160101009750100000050000 0100000000003172   
0601BSA1N       20160101009800100000050000 0100000000003173   
0601BSA1N       20160101009850100000050000 0100000000003173   
0601BSA1N       20160101009900100000050000 0100000000003174   
0601BSA1N       20160101009950100000050000 0100000000003175   
0601BSA1N       20160101010000100000100000 0100000000003176   
0601BSA1N       20160101010100100000100000 0100000000003178   
0601BSA1N       20160101010200100000100000 0100000000003179   
0601BSA1N       20160101010300100000100000 0100000000003181   
0601BSA1N       20160101010400100000100000 0100000000003182   
0601BSA1N       20160101010500100000100000 0100000000003184   
0601BSA1N       20160101010600100000100000 0100000000003185   
0601BSA1N       20160101010700100000100000 0100000000003186   
0601BSA1N       20160101010800100000100000 0100000000003188   
0601BSA1N       20160101010900100000100000 0100000000003189   
0601BSA1N       20160101011000100000100000 0100000000003190   
0601BSA1N       20160101011100100000100000 0100000000003192   
0601BSA1N       20160101011200100000100000 0100000000003193   
0601BSA1N       20160101011300100000100000 0100000000003194   
0601BSA1N       20160101011400100000100000 0100000000003195   
0601BSA1N       20160101011500100000100000 0100000000003197   
0601BSA1N       20160101011600100000100000 0100000000003198   
