00OW               20161205                                                                                   
0601OWA1N       20170101001060100000005000 0100011680001099   
0601OWA1N       20170101001065100000005000 0100011770001103   
0601OWA1N       20170101001070100000005000 0100011860001106   
0601OWA1N       20170101001075100000005000 0100011940001108   
0601OWA1N       20170101001080100000005000 0100012020001110   
0601OWA1N       20170101001085100000005000 0100012120001114   
0601OWA1N       20170101001090100000005000 0100012200001117   
0601OWA1N       20170101001095100000005000 0100012280001119   
0601OWA1N       20170101001100100000005000 0100012370001122   
0601OWA1N       20170101001105100000005000 0100012460001125   
0601OWA1N       20170101001110100000005000 0100012550001128   
0601OWA1N       20170101001115100000005000 0100012630001130   
0601OWA1N       20170101001120100000005000 0100012720001133   
0601OWA1N       20170101001125100000005000 0100012800001135   
0601OWA1N       20170101001130100000005000 0100012880001137   
0601OWA1N       20170101001135100000005000 0100012980001141   
0601OWA1N       20170101001140100000005000 0100013070001144   
0601OWA1N       20170101001145100000005000 0100013150001146   
0601OWA1N       20170101001150100000005000 0100013230001148   
0601OWA1N       20170101001155100000005000 0100013340001152   
0601OWA1N       20170101001160100000005000 0100013430001155   
0601OWA1N       20170101001165100000005000 0100013520001158   
0601OWA1N       20170101001170100000005000 0100013620001162   
0601OWA1N       20170101001175100000005000 0100013710001164   
0601OWA1N       20170101001180100000005000 0100013820001169   
0601OWA1N       20170101001185100000005000 0100013910001171   
0601OWA1N       20170101001190100000005000 0100014000001174   
0601OWA1N       20170101001195100000005000 0100014090001177   
0601OWA1N       20170101001200100000005000 0100014200001181   
0601OWA1N       20170101001205100000005000 0100014300001184   
0601OWA1N       20170101001210100000005000 0100014390001187   
0601OWA1N       20170101001215100000005000 0100014480001189   
0601OWA1N       20170101001220100000005000 0100014570001192   
0601OWA1N       20170101001225100000005000 0100014680001196   
0601OWA1N       20170101001230100000005000 0100014770001198   
0601OWA1N       20170101001235100000005000 0100014860001201   
0601OWA1N       20170101001240100000005000 0100014960001204   
0601OWA1N       20170101001245100000005000 0100015070001208   
0601OWA1N       20170101001250100000005000 0100015160001210   
0601OWA1N       20170101001255100000005000 0100015250001213   
0601OWA1N       20170101001260100000005000 0100015360001217   
0601OWA1N       20170101001265100000005000 0100015450001219   
0601OWA1N       20170101001270100000005000 0100015540001221   
0601OWA1N       20170101001275100000005000 0100015650001225   
0601OWA1N       20170101001280100000005000 0100015750001228   
0601OWA1N       20170101001285100000005000 0100015840001230   
0601OWA1N       20170101001290100000005000 0100015950001234   
0601OWA1N       20170101001295100000005000 0100016040001236   
0601OWA1N       20170101001300100000005000 0100016130001238   
0601OWA1N       20170101001305100000005000 0100016240001242   
0601OWA1N       20170101001310100000005000 0100016330001244   
0601OWA1N       20170101001315100000005000 0100016430001247   
0601OWA1N       20170101001320100000005000 0100016540001251   
0601OWA1N       20170101001325100000005000 0100016630001253   
0601OWA1N       20170101001330100000005000 0100016720001255   
0601OWA1N       20170101001335100000005000 0100016830001258   
0601OWA1N       20170101001340100000005000 0100016920001260   
0601OWA1N       20170101001345100000005000 0100017010001262   
0601OWA1N       20170101001350100000005000 0100017120001266   
0601OWA1N       20170101001355100000005000 0100017220001269   
0601OWA1N       20170101001360100000005000 0100017310001270   
0601OWA1N       20170101001365100000005000 0100017420001274   
0601OWA1N       20170101001370100000005000 0100017510001276   
0601OWA1N       20170101001375100000005000 0100017600001278   
0601OWA1N       20170101001380100000005000 0100017710001281   
0601OWA1N       20170101001385100000005000 0100017800001283   
0601OWA1N       20170101001390100000005000 0100017900001285   
0601OWA1N       20170101001395100000005000 0100018010001289   
0601OWA1N       20170101001400100000005000 0100018100001291   
0601OWA1N       20170101001405100000005000 0100018190001292   
0601OWA1N       20170101001410100000005000 0100018300001296   
0601OWA1N       20170101001415100000005000 0100018390001297   
0601OWA1N       20170101001420100000005000 0100018480001299   
0601OWA1N       20170101001425100000005000 0100018590001302   
0601OWA1N       20170101001430100000005000 0100018690001305   
0601OWA1N       20170101001435100000005000 0100018780001306   
0601OWA1N       20170101001440100000005000 0100018890001310   
0601OWA1N       20170101001445100000005000 0100018980001311   
0601OWA1N       20170101001450100000005000 0100019080001314   
0601OWA1N       20170101001455100000005000 0100019200001317   
0601OWA1N       20170101001460100000005000 0100019300001320   
0601OWA1N       20170101001465100000005000 0100019400001322   
0601OWA1N       20170101001470100000005000 0100019520001326   
0601OWA1N       20170101001475100000005000 0100019620001328   
0601OWA1N       20170101001480100000005000 0100019720001330   
0601OWA1N       20170101001485100000005000 0100019840001334   
0601OWA1N       20170101001490100000005000 0100019940001336   
0601OWA1N       20170101001495100000005000 0100020040001338   
0601OWA1N       20170101001500100000500000 0100025470001455   
0601OWA1N       20170101002000100000500000 0100036920001641   
0601OWA1N       20170101002500100000500000 0100048540001765   
0601OWA1N       20170101003000100000500000 0100060150001851   
0601OWA1N       20170101003500100000500000 0100071780001914   
0601OWA1N       20170101004000100000500000 0100083390001962   
0601OWA1N       20170101004500100000500000 0100095000002000   
0601OWA1N       20170101005000100000500000 0100106620002031   
0601OWA1N       20170101005500100000500000 0100118250002057   
0601OWA1N       20170101006000100000500000 0100129860002078   
0601OWA1N       20170101006500100000500000 0100141470002096   
0601OWA1N       20170101007000100000500000 0100153080002111   
0601OWA1N       20170101007500100000500000 0100164030002117   
0601OWA1N       20170101008000100000500000 0100174940002120   
0601OWA1N       20170101008500100000500000 0100185850002124   
0601OWA1N       20170101009000100000500000 0100196760002127   
0601OWA1N       20170101009500100000500000 0100207690002130   
0601OWA1N       20170101010000100000500000 0100218590002133   
0601OWA1N       20170101010500100000500000 0100229500002135   
0601OWA1N       20170101011000100000500000 0100240410002137   
0601OWA1N       20170101011500100000500000 0100251340002139   
0601OWA1N       20170101012000100000500000 0100262250002141   
0601OWA1N       20170101012500100000500000 0100273150002142   
0601OWA1N       20170101013000100000500000 0100284060002144   
0601OWA1N       20170101013500100000500000 0100294990002145   
0601OWA1N       20170101014000100000500000 0100305900002147   
0601OWA1N       20170101014500100000500000 0100316810002148   
0601OWA1N       20170101015000100000500000 0100327710002149   
0601OWA1N       20170101015500100000500000 0100338640002150   
0601OWA1N       20170101016000100000500000 0100349550002151   
0601OWA1N       20170101016500100000500000 0100360460002152   
0601OWA1N       20170101017000100000500000 0100371370002153   
0601OWA1N       20170101017500100000500000 0100382300002154   
0601OWA1N       20170101018000100000500000 0100393200002155   
0601OWA1N       20170101018500100000500000 0100404110002155   
0601OWA1N       20170101019000100000500000 0100415020002156   
0601OWA1N       20170101019500100000500000 0100425950002157   
0601OWA2N       20170101000000100000040000 0200000030000000   
0601OWA2N       20170101000040100000005000 0200000030000071   
0601OWA2N       20170101000045100000005000 0200000030000063   
0601OWA2N       20170101000050100000005000 0200000030000057   
0601OWA2N       20170101000055100000005000 0200000030000052   
0601OWA2N       20170101000060100000005000 0200000030000048   
0601OWA2N       20170101000065100000005000 0200000030000044   
0601OWA2N       20170101000070100000005000 0200000030000041   
0601OWA2N       20170101000075100000005000 0200000030000039   
0601OWA2N       20170101000080100000005000 0200000030000036   
0601OWA2N       20170101000085100000005000 0200000030000034   
0601OWA2N       20170101000090100000005000 0200000030000032   
0601OWA2N       20170101000095100000005000 0200000030000031   
0601OWA2N       20170101000100100000005000 0200000030000029   
0601OWA2N       20170101000105100000005000 0200000030000028   
0601OWA2N       20170101000110100000005000 0200000030000027   
0601OWA2N       20170101000115100000005000 0200000030000026   
0601OWA2N       20170101000120100000005000 0200000030000024   
0601OWA2N       20170101000125100000005000 0200000030000024   
0601OWA2N       20170101000130100000005000 0200000030000023   
0601OWA2N       20170101000135100000005000 0200000030000022   
0601OWA2N       20170101000140100000005000 0200000030000021   
0601OWA2N       20170101000145100000005000 0200000030000020   
0601OWA2N       20170101000150100000005000 0200000030000020   
0601OWA2N       20170101000155100000005000 0200000030000019   
0601OWA2N       20170101000160100000005000 0200000030000018   
0601OWA2N       20170101000165100000005000 0200000030000018   
0601OWA2N       20170101000170100000005000 0200000030000017   
0601OWA2N       20170101000175100000005000 0200000030000017   
0601OWA2N       20170101000180100000005000 0200000030000016   
0601OWA2N       20170101000185100000005000 0200000030000016   
0601OWA2N       20170101000190100000005000 0200000030000016   
0601OWA2N       20170101000195100000005000 0200000030000015   
0601OWA2N       20170101000200100000005000 0200000030000015   
0601OWA2N       20170101000205100000005000 0200000030000014   
0601OWA2N       20170101000210100000005000 0200000030000014   
0601OWA2N       20170101000215100000005000 0200000030000014   
0601OWA2N       20170101000220100000005000 0200000030000013   
0601OWA2N       20170101000225100000005000 0200000030000013   
0601OWA2N       20170101000230100000005000 0200000030000013   
0601OWA2N       20170101000235100000005000 0200000030000013   
0601OWA2N       20170101000240100000005000 0200000030000012   
