00BL               20161213                                                                                   
0601BLA0N       20170101002795100000005000 0000080200002867   
0601BLA0N       20170101002800100000005000 0000080380002868   
0601BLA0N       20170101002805100000005000 0000080580002870   
0601BLA0N       20170101002810100000005000 0000080760002871   
0601BLA0N       20170101002815100000005000 0000080950002873   
0601BLA0N       20170101002820100000005000 0000081140002875   
0601BLA0N       20170101002825100000005000 0000081330002876   
0601BLA0N       20170101002830100000005000 0000081510002878   
0601BLA0N       20170101002835100000005000 0000081710002880   
0601BLA0N       20170101002840100000005000 0000081890002881   
0601BLA0N       20170101002845100000005000 0000082070002882   
0601BLA0N       20170101002850100000005000 0000082270002884   
0601BLA0N       20170101002855100000005000 0000082450002885   
0601BLA0N       20170101002860100000005000 0000082640002887   
0601BLA0N       20170101002865100000005000 0000082830002889   
0601BLA0N       20170101002870100000005000 0000083020002890   
0601BLA0N       20170101002875100000005000 0000083200002891   
0601BLA0N       20170101002880100000005000 0000083390002893   
0601BLA0N       20170101002885100000005000 0000083580002895   
0601BLA0N       20170101002890100000005000 0000083760002896   
0601BLA0N       20170101002895100000005000 0000083960002898   
0601BLA0N       20170101002900100000005000 0000084140002899   
0601BLA0N       20170101002905100000005000 0000084330002900   
0601BLA0N       20170101002910100000005000 0000084520002902   
0601BLA0N       20170101002915100000005000 0000084710002904   
0601BLA0N       20170101002920100000005000 0000084890002905   
0601BLA0N       20170101002925100000005000 0000085090002907   
0601BLA0N       20170101002930100000005000 0000085270002908   
0601BLA0N       20170101002935100000005000 0000085450002909   
0601BLA0N       20170101002940100000005000 0000085650002911   
0601BLA0N       20170101002945100000005000 0000085830002912   
0601BLA0N       20170101002950100000005000 0000086020002913   
0601BLA0N       20170101002955100000005000 0000086210002915   
0601BLA0N       20170101002960100000005000 0000086400002916   
0601BLA0N       20170101002965100000005000 0000086580002918   
0601BLA0N       20170101002970100000005000 0000086780002919   
0601BLA0N       20170101002975100000005000 0000086960002921   
0601BLA0N       20170101002980100000005000 0000087150002922   
0601BLA0N       20170101002985100000005000 0000087340002924   
0601BLA0N       20170101002990100000005000 0000087530002925   
0601BLA0N       20170101002995100000005000 0000087710002926   
0601BLA0N       20170101003000100000500000 0000097220002991   
0601BLA0N       20170101003500100000500000 0000116150003097   
0601BLA0N       20170101004000100000500000 0000135170003180   
0601BLA0N       20170101004500100000500000 0000154280003248   
0601BLA0N       20170101005000100000500000 0000173460003304   
0601BLA0N       20170101005500100000500000 0000192730003352   
0601BLA0N       20170101006000100000500000 0000212050003393   
0601BLA0N       20170101006500100000500000 0000231430003429   
0601BLA0N       20170101007000100000500000 0000250790003459   
0601BLA0N       20170101007500100000500000 0000269530003478   
0601BLA0N       20170101008000100000500000 0000288310003495   
0601BLA0N       20170101008500100000500000 0000307130003510   
0601BLA0N       20170101009000100000500000 0000326000003524   
0601BLA0N       20170101009500100000500000 0000344920003538   
0601BLA0N       20170101010000100005000000 0000454040003632   
0601BLA0N       20170101015000100005000000 0000637220003641   
0601BLA0N       20170101020000100005000000 0000820410003646   
0601BLA0N       20170101025000100005000000 0001003580003649   
0601BLA0N       20170101030000100005000000 0001186770003652   
0601BLA0N       20170101035000100005000000 0001369950003653   
0601BLA0N       20170101040000100005000000 0001553140003654   
0601BLA0N       20170101045000100005000000 0001736320003655   
0601BLA0N       20170101050000100005000000 0001919500003656   
0601BLA0N       20170101055000100005000000 0002102680003657   
0601BLA0N       20170101060000100005000000 0002285870003657   
0601BLA0N       20170101065000100005000000 0002469040003658   
0601BLA0N       20170101070000100005000000 0002652230003658   
0601BLA0N       20170101075000100005000000 0002835410003659   
0601BLA0N       20170101080000100005000000 0003018600003659   
0601BLA0N       20170101085000100005000000 0003201770003659   
0601BLA0N       20170101090000100005000000 0003384960003659   
0601BLA0N       20170101095000100005000000 0003568140003660   
0601BLA1N       20170101000000100000120000 0100000000000000   
0601BLA1N       20170101000120100000005000 0100000010000008   
0601BLA1N       20170101000125100000005000 0100000010000008   
0601BLA1N       20170101000130100000005000 0100000010000008   
0601BLA1N       20170101000135100000005000 0100000010000007   
0601BLA1N       20170101000140100000005000 0100000010000007   
0601BLA1N       20170101000145100000005000 0100000010000007   
0601BLA1N       20170101000150100000005000 0100000010000007   
0601BLA1N       20170101000155100000005000 0100000010000006   
0601BLA1N       20170101000160100000005000 0100000020000012   
0601BLA1N       20170101000165100000005000 0100000020000012   
0601BLA1N       20170101000170100000005000 0100000020000012   
0601BLA1N       20170101000175100000005000 0100000020000011   
0601BLA1N       20170101000180100000005000 0100000020000011   
0601BLA1N       20170101000185100000005000 0100000020000011   
0601BLA1N       20170101000190100000005000 0100000020000010   
0601BLA1N       20170101000195100000005000 0100000030000015   
0601BLA1N       20170101000200100000005000 0100000030000015   
0601BLA1N       20170101000205100000005000 0100000030000014   
0601BLA1N       20170101000210100000005000 0100000030000014   
0601BLA1N       20170101000215100000005000 0100000030000014   
0601BLA1N       20170101000220100000005000 0100000030000013   
0601BLA1N       20170101000225100000005000 0100000030000013   
0601BLA1N       20170101000230100000005000 0100000030000013   
0601BLA1N       20170101000235100000005000 0100000040000017   
0601BLA1N       20170101000240100000005000 0100000040000016   
0601BLA1N       20170101000245100000005000 0100000040000016   
0601BLA1N       20170101000250100000005000 0100000040000016   
0601BLA1N       20170101000255100000005000 0100000040000016   
0601BLA1N       20170101000260100000005000 0100000040000015   
0601BLA1N       20170101000265100000005000 0100000040000015   
0601BLA1N       20170101000270100000005000 0100000040000015   
0601BLA1N       20170101000275100000005000 0100000050000018   
0601BLA1N       20170101000280100000005000 0100000050000018   
0601BLA1N       20170101000285100000005000 0100000050000017   
0601BLA1N       20170101000290100000005000 0100000050000017   
0601BLA1N       20170101000295100000005000 0100000050000017   
0601BLA1N       20170101000300100000005000 0100000070000023   
0601BLA1N       20170101000305100000005000 0100000070000023   
0601BLA1N       20170101000310100000005000 0100000080000026   
0601BLA1N       20170101000315100000005000 0100000080000025   
0601BLA1N       20170101000320100000005000 0100000090000028   
0601BLA1N       20170101000325100000005000 0100000090000027   
0601BLA1N       20170101000330100000005000 0100000140000042   
0601BLA1N       20170101000335100000005000 0100000210000062   
0601BLA1N       20170101000340100000005000 0100000270000079   
0601BLA1N       20170101000345100000005000 0100000340000098   
0601BLA1N       20170101000350100000005000 0100000410000116   
0601BLA1N       20170101000355100000005000 0100000480000134   
0601BLA1N       20170101000360100000005000 0100000560000154   
0601BLA1N       20170101000365100000005000 0100000630000171   
0601BLA1N       20170101000370100000005000 0100000700000188   
0601BLA1N       20170101000375100000005000 0100000780000207   
0601BLA1N       20170101000380100000005000 0100000850000222   
0601BLA1N       20170101000385100000005000 0100000930000240   
0601BLA1N       20170101000390100000005000 0100001010000257   
0601BLA1N       20170101000395100000005000 0100001090000274   
0601BLA1N       20170101000400100000005000 0100001170000291   
0601BLA1N       20170101000405100000005000 0100001250000307   
0601BLA1N       20170101000410100000005000 0100001330000322   
0601BLA1N       20170101000415100000005000 0100001410000338   
0601BLA1N       20170101000420100000005000 0100001500000355   
0601BLA1N       20170101000425100000005000 0100001580000370   
0601BLA1N       20170101000430100000005000 0100001670000386   
0601BLA1N       20170101000435100000005000 0100001760000402   
0601BLA1N       20170101000440100000005000 0100001840000416   
0601BLA1N       20170101000445100000005000 0100001930000431   
0601BLA1N       20170101000450100000005000 0100002020000446   
0601BLA1N       20170101000455100000005000 0100002110000461   
0601BLA1N       20170101000460100000005000 0100002200000476   
0601BLA1N       20170101000465100000005000 0100002300000492   
0601BLA1N       20170101000470100000005000 0100002390000506   
0601BLA1N       20170101000475100000005000 0100002480000519   
0601BLA1N       20170101000480100000005000 0100002580000535   
0601BLA1N       20170101000485100000005000 0100002670000548   
0601BLA1N       20170101000490100000005000 0100002770000562   
0601BLA1N       20170101000495100000005000 0100002860000575   
0601BLA1N       20170101000500100000005000 0100002960000589   
0601BLA1N       20170101000505100000005000 0100003060000603   
0601BLA1N       20170101000510100000005000 0100003160000617   
0601BLA1N       20170101000515100000005000 0100003250000628   
0601BLA1N       20170101000520100000005000 0100003350000641   
0601BLA1N       20170101000525100000005000 0100003450000654   
0601BLA1N       20170101000530100000005000 0100003550000667   
0601BLA1N       20170101000535100000005000 0100003650000679   
0601BLA1N       20170101000540100000005000 0100003750000691   
0601BLA1N       20170101000545100000005000 0100003860000705   
0601BLA1N       20170101000550100000005000 0100003970000719   
0601BLA1N       20170101000555100000005000 0100004070000730   
0601BLA1N       20170101000560100000005000 0100004180000743   
0601BLA1N       20170101000565100000005000 0100004290000756   
0601BLA1N       20170101000570100000005000 0100004400000769   
0601BLA1N       20170101000575100000005000 0100004510000781   
