00SG               20161130                                                                                   
0601SGC5N       20170101002100100000005000 0500000000001627   
0601SGC5N       20170101002105100000005000 0500000000001630   
0601SGC5N       20170101002110100000005000 0500000000001634   
0601SGC5N       20170101002115100000005000 0500000000001636   
0601SGC5N       20170101002120100000005000 0500000000001639   
0601SGC5N       20170101002125100000005000 0500000000001643   
0601SGC5N       20170101002130100000005000 0500000000001645   
0601SGC5N       20170101002135100000005000 0500000000001648   
0601SGC5N       20170101002140100000005000 0500000000001652   
0601SGC5N       20170101002145100000005000 0500000000001654   
0601SGC5N       20170101002150100000005000 0500000000001657   
0601SGC5N       20170101002155100000005000 0500000000001661   
0601SGC5N       20170101002160100000005000 0500000000001663   
0601SGC5N       20170101002165100000005000 0500000000001666   
0601SGC5N       20170101002170100000005000 0500000000001670   
0601SGC5N       20170101002175100000005000 0500000000001672   
0601SGC5N       20170101002180100000005000 0500000000001675   
0601SGC5N       20170101002185100000005000 0500000000001679   
0601SGC5N       20170101002190100000005000 0500000000001680   
0601SGC5N       20170101002195100000005000 0500000000001684   
0601SGC5N       20170101002200100000005000 0500000000001687   
0601SGC5N       20170101002205100000005000 0500000000001689   
0601SGC5N       20170101002210100000005000 0500000000001692   
0601SGC5N       20170101002215100000005000 0500000000001696   
0601SGC5N       20170101002220100000005000 0500000000001697   
0601SGC5N       20170101002225100000005000 0500000000001701   
0601SGC5N       20170101002230100000005000 0500000000001704   
0601SGC5N       20170101002235100000005000 0500000000001706   
0601SGC5N       20170101002240100000005000 0500000000001709   
0601SGC5N       20170101002245100000005000 0500000000001712   
0601SGC5N       20170101002250100000005000 0500000000001714   
0601SGC5N       20170101002255100000005000 0500000000001717   
0601SGC5N       20170101002260100000005000 0500000000001721   
0601SGC5N       20170101002265100000005000 0500000000001722   
0601SGC5N       20170101002270100000005000 0500000000001725   
0601SGC5N       20170101002275100000005000 0500000000001729   
0601SGC5N       20170101002280100000005000 0500000000001731   
0601SGC5N       20170101002285100000005000 0500000000001734   
0601SGC5N       20170101002290100000005000 0500000000001735   
0601SGC5N       20170101002295100000005000 0500000000001739   
0601SGC5N       20170101002300100000005000 0500000000001742   
0601SGC5N       20170101002305100000005000 0500000000001743   
0601SGC5N       20170101002310100000005000 0500000000001747   
0601SGC5N       20170101002315100000005000 0500000000001749   
0601SGC5N       20170101002320100000005000 0500000000001751   
0601SGC5N       20170101002325100000005000 0500000000001754   
0601SGC5N       20170101002330100000005000 0500000000001757   
0601SGC5N       20170101002335100000005000 0500000000001759   
0601SGC5N       20170101002340100000005000 0500000000001762   
0601SGC5N       20170101002345100000005000 0500000000001765   
0601SGC5N       20170101002350100000005000 0500000000001767   
0601SGC5N       20170101002355100000005000 0500000000001770   
0601SGC5N       20170101002360100000005000 0500000000001773   
0601SGC5N       20170101002365100000005000 0500000000001774   
0601SGC5N       20170101002370100000005000 0500000000001777   
0601SGC5N       20170101002375100000005000 0500000000001780   
0601SGC5N       20170101002380100000005000 0500000000001782   
0601SGC5N       20170101002385100000005000 0500000000001785   
0601SGC5N       20170101002390100000005000 0500000000001788   
0601SGC5N       20170101002395100000005000 0500000000001789   
0601SGC5N       20170101002400100000005000 0500000000001792   
0601SGC5N       20170101002405100000005000 0500000000001795   
0601SGC5N       20170101002410100000005000 0500000000001797   
0601SGC5N       20170101002415100000005000 0500000000001800   
0601SGC5N       20170101002420100000005000 0500000000001803   
0601SGC5N       20170101002425100000005000 0500000000001804   
0601SGC5N       20170101002430100000005000 0500000000001807   
0601SGC5N       20170101002435100000005000 0500000000001810   
0601SGC5N       20170101002440100000005000 0500000000001811   
0601SGC5N       20170101002445100000005000 0500000000001814   
0601SGC5N       20170101002450100000005000 0500000000001817   
0601SGC5N       20170101002455100000005000 0500000000001818   
0601SGC5N       20170101002460100000005000 0500000000001821   
0601SGC5N       20170101002465100000005000 0500000000001824   
0601SGC5N       20170101002470100000005000 0500000000001826   
0601SGC5N       20170101002475100000005000 0500000000001829   
0601SGC5N       20170101002480100000005000 0500000000001831   
0601SGC5N       20170101002485100000005000 0500000000001833   
0601SGC5N       20170101002490100000005000 0500000000001836   
0601SGC5N       20170101002495100000005000 0500000000001838   
0601SGC5N       20170101002500100000050000 0500000000001850   
0601SGC5N       20170101002550100000050000 0500000000001873   
0601SGC5N       20170101002600100000050000 0500000000001894   
0601SGC5N       20170101002650100000050000 0500000000001914   
0601SGC5N       20170101002700100000050000 0500000000001935   
0601SGC5N       20170101002750100000050000 0500000000001955   
0601SGC5N       20170101002800100000050000 0500000000001973   
0601SGC5N       20170101002850100000050000 0500000000001992   
0601SGC5N       20170101002900100000050000 0500000000002010   
0601SGC5N       20170101002950100000050000 0500000000002026   
0601SGC5N       20170101003000100000050000 0500000000002044   
0601SGC5N       20170101003050100000050000 0500000000002060   
0601SGC5N       20170101003100100000050000 0500000000002075   
0601SGC5N       20170101003150100000050000 0500000000002091   
0601SGC5N       20170101003200100000050000 0500000000002106   
0601SGC5N       20170101003250100000050000 0500000000002120   
0601SGC5N       20170101003300100000050000 0500000000002135   
0601SGC5N       20170101003350100000050000 0500000000002149   
0601SGC5N       20170101003400100000050000 0500000000002162   
0601SGC5N       20170101003450100000050000 0500000000002175   
0601SGC5N       20170101003500100000050000 0500000000002188   
0601SGC5N       20170101003550100000050000 0500000000002200   
0601SGC5N       20170101003600100000050000 0500000000002212   
0601SGC5N       20170101003650100000050000 0500000000002224   
0601SGC5N       20170101003700100000050000 0500000000002235   
0601SGC5N       20170101003750100000050000 0500000000002247   
0601SGC5N       20170101003800100000050000 0500000000002258   
0601SGC5N       20170101003850100000050000 0500000000002268   
0601SGC5N       20170101003900100000050000 0500000000002279   
0601SGC5N       20170101003950100000050000 0500000000002289   
0601SGC5N       20170101004000100000050000 0500000000002299   
0601SGC5N       20170101004050100000050000 0500000000002309   
0601SGC5N       20170101004100100000050000 0500000000002319   
0601SGC5N       20170101004150100000050000 0500000000002327   
0601SGC5N       20170101004200100000050000 0500000000002337   
0601SGC5N       20170101004250100000050000 0500000000002346   
0601SGC5N       20170101004300100000050000 0500000000002354   
0601SGC5N       20170101004350100000050000 0500000000002363   
0601SGC5N       20170101004400100000050000 0500000000002372   
0601SGC5N       20170101004450100000050000 0500000000002379   
0601SGC5N       20170101004500100000050000 0500000000002388   
0601SGC5N       20170101004550100000050000 0500000000002396   
0601SGC5N       20170101004600100000050000 0500000000002403   
0601SGC5N       20170101004650100000050000 0500000000002411   
0601SGC5N       20170101004700100000050000 0500000000002419   
0601SGC5N       20170101004750100000050000 0500000000002425   
0601SGC5N       20170101004800100000050000 0500000000002433   
0601SGC5N       20170101004850100000050000 0500000000002438   
0601SGC5N       20170101004900100000050000 0500000000002443   
0601SGC5N       20170101004950100000050000 0500000000002448   
0601SGC5N       20170101005000100000050000 0500000000002454   
0601SGC5N       20170101005050100000050000 0500000000002458   
0601SGC5N       20170101005100100000050000 0500000000002463   
0601SGC5N       20170101005150100000050000 0500000000002468   
0601SGC5N       20170101005200100000050000 0500000000002472   
0601SGC5N       20170101005250100000050000 0500000000002477   
0601SGC5N       20170101005300100000050000 0500000000002481   
0601SGC5N       20170101005350100000050000 0500000000002485   
0601SGC5N       20170101005400100000050000 0500000000002490   
0601SGC5N       20170101005450100000050000 0500000000002494   
0601SGC5N       20170101005500100000050000 0500000000002498   
0601SGC5N       20170101005550100000050000 0500000000002502   
0601SGC5N       20170101005600100000050000 0500000000002506   
0601SGC5N       20170101005650100000050000 0500000000002510   
0601SGC5N       20170101005700100000050000 0500000000002514   
0601SGC5N       20170101005750100000050000 0500000000002518   
0601SGC5N       20170101005800100000050000 0500000000002521   
0601SGC5N       20170101005850100000050000 0500000000002525   
0601SGC5N       20170101005900100000050000 0500000000002529   
0601SGC5N       20170101005950100000050000 0500000000002532   
0601SGC5N       20170101006000100000050000 0500000000002536   
0601SGC5N       20170101006050100000050000 0500000000002539   
0601SGC5N       20170101006100100000050000 0500000000002542   
0601SGC5N       20170101006150100000050000 0500000000002546   
0601SGC5N       20170101006200100000050000 0500000000002549   
0601SGC5N       20170101006250100000050000 0500000000002552   
0601SGC5N       20170101006300100000050000 0500000000002555   
0601SGC5N       20170101006350100000050000 0500000000002558   
0601SGC5N       20170101006400100000050000 0500000000002562   
0601SGC5N       20170101006450100000050000 0500000000002565   
0601SGC5N       20170101006500100000050000 0500000000002567   
0601SGC5N       20170101006550100000050000 0500000000002571   
0601SGC5N       20170101006600100000050000 0500000000002574   
0601SGC5N       20170101006650100000050000 0500000000002576   
0601SGC5N       20170101006700100000050000 0500000000002579   
0601SGC5N       20170101006750100000050000 0500000000002582   
0601SGC5N       20170101006800100000050000 0500000000002584   
