00AG               20161121                                                                                   
0601AGA2N       20170101000195100000005000 0200000020000000   
0601AGA2N       20170101000200100000005000 0200000020000000   
0601AGA2N       20170101000205100000005000 0200000020000000   
0601AGA2N       20170101000210100000005000 0200000020000000   
0601AGA2N       20170101000215100000005000 0200000020000000   
0601AGA2N       20170101000220100000005000 0200000020000000   
0601AGA2N       20170101000225100000005000 0200000020000000   
0601AGA2N       20170101000230100000005000 0200000020000000   
0601AGA2N       20170101000235100000005000 0200000020000000   
0601AGA2N       20170101000240100000005000 0200000020000000   
0601AGA2N       20170101000245100000005000 0200000020000000   
0601AGA2N       20170101000250100000005000 0200000020000000   
0601AGA2N       20170101000255100000005000 0200000020000000   
0601AGA2N       20170101000260100000005000 0200000020000000   
0601AGA2N       20170101000265100000005000 0200000020000000   
0601AGA2N       20170101000270100000005000 0200000020000000   
0601AGA2N       20170101000275100000005000 0200000020000000   
0601AGA2N       20170101000280100000005000 0200000020000000   
0601AGA2N       20170101000285100000005000 0200000020000000   
0601AGA2N       20170101000290100000005000 0200000020000000   
0601AGA2N       20170101000295100000005000 0200000020000000   
0601AGA2N       20170101000300100000005000 0200000030000010   
0601AGA2N       20170101000305100000005000 0200000030000010   
0601AGA2N       20170101000310100000005000 0200000030000010   
0601AGA2N       20170101000315100000005000 0200000030000010   
0601AGA2N       20170101000320100000005000 0200000030000010   
0601AGA2N       20170101000325100000005000 0200000030000010   
0601AGA2N       20170101000330100000005000 0200000030000010   
0601AGA2N       20170101000335100000005000 0200000030000010   
0601AGA2N       20170101000340100000005000 0200000030000010   
0601AGA2N       20170101000345100000005000 0200000030000010   
0601AGA2N       20170101000350100000005000 0200000030000010   
0601AGA2N       20170101000355100000005000 0200000070000020   
0601AGA2N       20170101000360100000005000 0200000100000030   
0601AGA2N       20170101000365100000005000 0200000110000030   
0601AGA2N       20170101000370100000005000 0200000140000040   
0601AGA2N       20170101000375100000005000 0200000150000040   
0601AGA2N       20170101000380100000005000 0200000190000050   
0601AGA2N       20170101000385100000005000 0200000190000050   
0601AGA2N       20170101000390100000005000 0200000230000060   
0601AGA2N       20170101000395100000005000 0200000230000060   
0601AGA2N       20170101000400100000005000 0200000280000070   
0601AGA2N       20170101000405100000005000 0200000280000070   
0601AGA2N       20170101000410100000005000 0200000610000150   
0601AGA2N       20170101000415100000005000 0200000620000150   
0601AGA2N       20170101000420100000005000 0200000670000160   
0601AGA2N       20170101000425100000005000 0200000720000170   
0601AGA2N       20170101000430100000005000 0200000730000170   
0601AGA2N       20170101000435100000005000 0200000780000180   
0601AGA2N       20170101000440100000005000 0200000840000190   
0601AGA2N       20170101000445100000005000 0200000850000190   
0601AGA2N       20170101000450100000005000 0200000900000200   
0601AGA2N       20170101000455100000005000 0200000960000210   
0601AGA2N       20170101000460100000005000 0200001010000220   
0601AGA2N       20170101000465100000005000 0200001020000220   
0601AGA2N       20170101000470100000005000 0200001180000250   
0601AGA2N       20170101000475100000005000 0200001240000260   
0601AGA2N       20170101000480100000005000 0200001300000270   
0601AGA2N       20170101000485100000005000 0200001310000270   
0601AGA2N       20170101000490100000005000 0200001370000280   
0601AGA2N       20170101000495100000005000 0200001440000290   
0601AGA2N       20170101000500100000005000 0200001500000300   
0601AGA2N       20170101000505100000005000 0200001520000300   
0601AGA2N       20170101000510100000005000 0200001580000310   
0601AGA2N       20170101000515100000005000 0200001650000320   
0601AGA2N       20170101000520100000005000 0200001720000330   
0601AGA2N       20170101000525100000005000 0200001840000350   
0601AGA2N       20170101000530100000005000 0200001910000360   
0601AGA2N       20170101000535100000005000 0200001930000360   
0601AGA2N       20170101000540100000005000 0200002000000370   
0601AGA2N       20170101000545100000005000 0200002080000380   
0601AGA2N       20170101000550100000005000 0200002150000390   
0601AGA2N       20170101000555100000005000 0200002170000390   
0601AGA2N       20170101000560100000005000 0200002300000410   
0601AGA2N       20170101000565100000005000 0200002320000410   
0601AGA2N       20170101000570100000005000 0200002400000420   
0601AGA2N       20170101000575100000005000 0200002590000450   
0601AGA2N       20170101000580100000005000 0200002670000460   
0601AGA2N       20170101000585100000005000 0200002760000470   
0601AGA2N       20170101000590100000005000 0200002840000480   
0601AGA2N       20170101000595100000005000 0200002860000480   
0601AGA2N       20170101000600100000005000 0200002950000490   
0601AGA2N       20170101000605100000005000 0200003030000500   
0601AGA2N       20170101000610100000005000 0200003120000510   
0601AGA2N       20170101000615100000005000 0200003210000520   
0601AGA2N       20170101000620100000005000 0200003290000530   
0601AGA2N       20170101000625100000005000 0200003320000530   
0601AGA2N       20170101000630100000005000 0200003470000550   
0601AGA2N       20170101000635100000005000 0200003500000550   
0601AGA2N       20170101000640100000005000 0200003590000560   
0601AGA2N       20170101000645100000005000 0200003690000570   
0601AGA2N       20170101000650100000005000 0200003780000580   
0601AGA2N       20170101000655100000005000 0200003870000590   
0601AGA2N       20170101000660100000005000 0200003970000600   
0601AGA2N       20170101000665100000005000 0200004070000610   
0601AGA2N       20170101000670100000005000 0200004100000610   
0601AGA2N       20170101000675100000005000 0200004200000620   
0601AGA2N       20170101000680100000005000 0200004290000630   
0601AGA2N       20170101000685100000005000 0200004400000640   
0601AGA2N       20170101000690100000005000 0200004500000650   
0601AGA2N       20170101000695100000005000 0200004600000660   
0601AGA2N       20170101000700100000005000 0200004630000660   
0601AGA2N       20170101000705100000005000 0200004740000670   
0601AGA2N       20170101000710100000005000 0200004840000680   
0601AGA2N       20170101000715100000005000 0200004950000690   
0601AGA2N       20170101000720100000005000 0200005050000700   
0601AGA2N       20170101000725100000005000 0200005090000700   
0601AGA2N       20170101000730100000005000 0200005200000710   
0601AGA2N       20170101000735100000005000 0200005310000720   
0601AGA2N       20170101000740100000005000 0200005340000720   
0601AGA2N       20170101000745100000005000 0200005450000730   
0601AGA2N       20170101000750100000005000 0200005560000740   
0601AGA2N       20170101000755100000005000 0200005680000750   
0601AGA2N       20170101000760100000005000 0200005710000750   
0601AGA2N       20170101000765100000005000 0200005830000760   
0601AGA2N       20170101000770100000005000 0200005940000770   
0601AGA2N       20170101000775100000005000 0200006060000780   
0601AGA2N       20170101000780100000005000 0200006100000780   
0601AGA2N       20170101000785100000005000 0200006220000790   
0601AGA2N       20170101000790100000005000 0200006340000800   
0601AGA2N       20170101000795100000005000 0200006380000800   
0601AGA2N       20170101000800100000005000 0200006500000810   
0601AGA2N       20170101000805100000005000 0200006620000820   
0601AGA2N       20170101000810100000005000 0200006660000820   
0601AGA2N       20170101000815100000005000 0200006780000830   
0601AGA2N       20170101000820100000005000 0200006900000840   
0601AGA2N       20170101000825100000005000 0200006950000840   
0601AGA2N       20170101000830100000005000 0200007070000850   
0601AGA2N       20170101000835100000005000 0200007200000860   
0601AGA2N       20170101000840100000005000 0200007240000860   
0601AGA2N       20170101000845100000005000 0200007370000870   
0601AGA2N       20170101000850100000005000 0200007500000880   
0601AGA2N       20170101000855100000005000 0200007540000880   
0601AGA2N       20170101000860100000005000 0200007670000890   
0601AGA2N       20170101000865100000005000 0200007720000890   
0601AGA2N       20170101000870100000005000 0200007850000900   
0601AGA2N       20170101000875100000005000 0200007980000910   
0601AGA2N       20170101000880100000005000 0200008030000910   
0601AGA2N       20170101000885100000005000 0200008160000920   
0601AGA2N       20170101000890100000005000 0200008210000920   
0601AGA2N       20170101000895100000005000 0200008340000930   
0601AGA2N       20170101000900100000005000 0200008390000930   
0601AGA2N       20170101000905100000005000 0200008530000940   
0601AGA2N       20170101000910100000005000 0200008660000950   
0601AGA2N       20170101000915100000005000 0200008710000950   
0601AGA2N       20170101000920100000005000 0200008850000960   
0601AGA2N       20170101000925100000005000 0200008990000970   
0601AGA2N       20170101000930100000005000 0200009040000970   
0601AGA2N       20170101000935100000005000 0200009180000980   
0601AGA2N       20170101000940100000005000 0200009330000990   
0601AGA2N       20170101000945100000005000 0200009380000990   
0601AGA2N       20170101000950100000005000 0200009520001000   
0601AGA2N       20170101000955100000005000 0200009670001010   
0601AGA2N       20170101000960100000005000 0200009720001010   
0601AGA2N       20170101000965100000005000 0200009860001020   
0601AGA2N       20170101000970100000005000 0200010010001030   
0601AGA2N       20170101000975100000005000 0200010060001030   
0601AGA2N       20170101000980100000005000 0200010210001040   
0601AGA2N       20170101000985100000005000 0200010360001050   
0601AGA2N       20170101000990100000005000 0200010420001050   
0601AGA2N       20170101000995100000005000 0200010570001060   
0601AGA2N       20170101001000100000050000 0200000000001090   
0601AGA2N       20170101001050100000050000 0200000000001150   
0601AGA2N       20170101001100100000050000 0200000000001210   
0601AGA2N       20170101001150100000050000 0200000000001250   
0601AGA2N       20170101001200100000050000 0200000000001300   
0601AGA2N       20170101001250100000050000 0200000000001350   
